,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
30,30,The Jund Cube,Pre-Accepted,d3e33835-a293-4a1f-85d5-8ac22360ef35,1666649203300,Carrion Feeder,Carrion Feeder [ema-84],Brian Snõddy,common,['B'],['B'],ema,2016-06-10,1,['b'],Creature — Zombie,1276.8999999990845,17.36619041985344,24954,,1,1
31,31,The Jund Cube,Pre-Accepted,59035b53-e374-49f6-8b02-8b54f6df45d2,1666649203300,Grim Lavamancer,Grim Lavamancer [dmr-324],Michael Sutfin,rare,['R'],['R'],dmr,2023-01-13,1,['r'],Creature — Human Wizard,1286.6000000007036,14.766898874684223,21219,,1,1
32,32,The Jund Cube,Pre-Accepted,9ca6d92a-45d3-4d67-8ae9-f25dd4a86739,1666649203300,Blood Artist,Blood Artist [ema-81],Johannes Voss,uncommon,['B'],['B'],ema,2016-06-10,2,"['b', '1']",Creature — Vampire,1301.799999999478,16.49975990479703,23709,,0,1
33,33,The Jund Cube,Pre-Accepted,b3e685f9-cc0f-4dc6-98dc-4727944de445,1666649203300,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer [mh2-315]",Zoltan Boros,mythic,['R'],['R'],mh2,2021-06-18,1,['r'],Legendary Creature — Monkey Pirate,1711.2999999982603,7.310724948327337,10505,,2,1
34,34,The Jund Cube,Pre-Accepted,70291c7b-a86f-4466-8502-c28765a89b2a,1666649203300,Green Sun's Zenith,Green Sun's Zenith [2x2-150],David Rapoza,rare,['G'],['G'],2x2,2022-07-08,1,"['g', 'x']",Sorcery,1333.3000000005616,10.413172527541356,14963,,,
35,35,The Jund Cube,Pre-Accepted,1773793a-31af-4a22-a4ac-90e4c3dc5090,1666649324010,Treetop Village,Treetop Village [10e-361★],Rob Alexander,uncommon,['G'],[],10e,2007-07-13,0,[''],Land,1239.9000000002527,5.736535530610398,8243,,,
36,36,The Jund Cube,Pre-Accepted,565be37a-4c14-420b-a07c-18e21f7fd731,1666649324010,Den of the Bugbear,Den of the Bugbear [afr-351],Jeff Easley,rare,['R'],[],afr,2021-07-23,0,[''],Land,1308.600000000751,3.84778660059989,5529,,,
37,37,The Jund Cube,Pre-Accepted,81b9d17d-3ab0-4755-b396-391df50e70dd,1666649324010,Hive of the Eye Tyrant,Hive of the Eye Tyrant [afr-355],DiTerlizzi,rare,['B'],[],afr,2021-07-23,0,[''],Land,1251.8000000002144,2.3967764609271156,3444,,,
38,38,The Jund Cube,Pre-Accepted,3a437d31-4288-4183-bc29-92ad26cc0b9c,1666649324010,Kessig Wolf Run,Kessig Wolf Run [v13-20],Eytan Zana,mythic,"['G', 'R']",[],v13,2013-08-23,0,[''],Land,1122.5000000001394,3.6069954695079094,5183,,,
39,39,The Jund Cube,Pre-Accepted,8180abec-9459-4b81-987e-b1794e45d543,1666649391128,Farseek,Farseek [rav-163],Martina Pilcerova,common,['G'],['G'],rav,2005-10-07,2,"['g', '1']",Sorcery,1307.0999999996789,10.98174580529323,15780,,,
40,40,The Jund Cube,Pre-Accepted,307c4a30-a859-487c-b72d-f10eebcd01c4,1666649391128,Ziatora's Proving Ground,Ziatora's Proving Ground [snc-359],Elektrodeko,rare,"['B', 'G', 'R']",[],snc,2022-04-29,0,[''],Land — Swamp Mountain Forest,1334.9000000003657,4.527012450154148,6505,,,
41,41,The Jund Cube,Pre-Accepted,351a5525-d49c-4669-95ee-d410f3350281,1666649391128,Savage Lands,Savage Lands [mm3-243],Vance Kovacs,uncommon,"['B', 'G', 'R']",[],mm3,2017-03-17,0,[''],Land,1277.4000000000678,5.877113011768144,8445,,,
42,42,The Jund Cube,Pre-Accepted,1d161f81-c01a-4c91-b025-52dcb1881638,1666649391128,Riveteers Overlook,Riveteers Overlook [snc-255],Lucas Staniec,common,[],[],snc,2022-04-29,0,[''],Land,1255.5000000000468,1.0362369774449696,1489,,,
43,43,The Jund Cube,Pre-Accepted,f92b23d2-d18a-41f9-9f1e-6809e7e02342,1666649391128,Soul of Windgrace,Soul of Windgrace [dmu-319],Ivan Shavrin,mythic,"['B', 'G', 'R']","['B', 'G', 'R']",dmu,2022-09-09,4,"['g', 'r', 'b', '1']",Legendary Creature — Cat Avatar,1267.3000000000022,0.7502105182576744,1078,,5,4
44,44,The Jund Cube,Pre-Accepted,c6a86111-3556-43a0-b034-2bc9bd8c3230,1666649528821,Grave Titan,Grave Titan [pdp12-2],Lucas Graciano,mythic,['B'],['B'],pdp12,2011-01-01,6,"['b', 'b', '4']",Creature — Giant,1362.1999999997363,12.986018803977926,18660,,6,6
45,45,The Jund Cube,Pre-Accepted,17ac2bff-f570-4955-a8d4-7e12d616dd8b,1666649528821,Inferno Titan,Inferno Titan [pdp12-3],Sam Burley,mythic,['R'],['R'],pdp12,2011-01-01,6,"['r', 'r', '4']",Creature — Giant,1309.6000000000413,12.736876535391424,18302,,6,6
46,46,The Jund Cube,Pre-Accepted,17416926-168b-49b3-9231-acbb8f8a1d13,1666649528821,Mayhem Devil,Mayhem Devil [war-204],Dmitry Burmak,uncommon,"['B', 'R']","['B', 'R']",war,2019-05-03,3,"['r', 'b', '1']",Creature — Devil,1278.5000000004056,9.813978412309577,14102,,3,3
47,47,The Jund Cube,Pre-Accepted,8682fb87-df14-4277-aaa0-0d53d766c406,1666649528821,Plaguecrafter,Plaguecrafter [grn-82],Anna Steinbauer,uncommon,['B'],['B'],grn,2018-10-05,3,"['b', '2']",Creature — Human Shaman,1228.4999999997467,10.074951459013313,14477,,3,2
48,48,The Jund Cube,Pre-Accepted,e15bdfae-c01b-4345-91b8-047dd0865ed4,1666649528821,Bloodbraid Elf,Bloodbraid Elf [f10-4],Steve Argyle,rare,"['G', 'R']","['G', 'R']",f10,2010-01-01,4,"['g', 'r', '2']",Creature — Elf Berserker,1288.9000000004555,14.647895165387318,21048,,3,2
49,49,The Jund Cube,Pre-Accepted,79e6b8fc-6627-47ab-bfd1-7300e13debec,1666649594199,Raging Ravine,Raging Ravine [uma-249],Todd Lockwood,rare,"['G', 'R']",[],uma,2018-12-07,0,[''],Land,1258.5000000004432,9.056112684681926,13013,,,
50,50,The Jund Cube,Pre-Accepted,2744ac83-a79f-4042-8720-688b5adda382,1666649594199,Nurturing Peatland,Nurturing Peatland [mh1-243],Noah Bradley,rare,"['B', 'G']",[],mh1,2019-06-14,0,[''],Land,1273.7999999996134,5.584127271335417,8024,,,
51,51,The Jund Cube,Pre-Accepted,6ef11b54-205a-48e9-92d0-5d416be869ef,1666649594199,Hissing Quagmire,Hissing Quagmire [ogw-171],Cliff Childs,rare,"['B', 'G']",[],ogw,2016-01-22,0,[''],Land,1266.700000000672,6.973895736048381,10021,,,
52,52,The Jund Cube,Pre-Accepted,409fcd0c-8449-4623-8bf0-cd7ca0937a4a,1666649594199,Lavaclaw Reaches,Lavaclaw Reaches [uma-245],Véronique Meignaud,rare,"['B', 'R']",[],uma,2018-12-07,0,[''],Land,1219.9000000004776,7.25017920149207,10418,,,
53,53,The Jund Cube,Pre-Accepted,662af92a-d931-4028-8a80-3ae21e137647,1666649763482,Sakura-Tribe Elder,Sakura-Tribe Elder [c13-168],Carl Critchlow,common,['G'],['G'],c13,2013-11-01,2,"['g', '1']",Creature — Snake Shaman,1409.1999999999755,19.071214324984517,27404,,1,1
54,54,The Jund Cube,Pre-Accepted,c8173030-1c33-417c-b8e9-79231b6a85a7,1666649763482,Recurring Nightmare,Recurring Nightmare [exo-72],Jeff Laubenstein,rare,['B'],['B'],exo,1998-06-15,3,"['b', '2']",Enchantment,1451.2999999997573,9.014356997209328,12953,,,
55,55,The Jund Cube,Pre-Accepted,c060c178-3c0e-493f-b6f0-ead5b1d6f191,1666649763482,Survival of the Fittest,Survival of the Fittest [exo-129],Pete Venters,rare,['G'],['G'],exo,1998-06-15,2,"['g', '1']",Enchantment,1310.0999999998767,7.886257507324643,11332,,,
56,56,The Jund Cube,Pre-Accepted,d4448f49-ebe8-43f1-958f-308c4c20a01f,1666649808181,Eternal Witness,Eternal Witness [uma-163],Chris Rahn,uncommon,['G'],['G'],uma,2018-12-07,3,"['g', 'g', '1']",Creature — Human Shaman,1393.500000001483,21.747753891978036,31250,,2,1
57,57,The Jund Cube,Pre-Accepted,d93ee644-d7d7-48d8-a04b-fb479b74edb0,1666649933172,Binding the Old Gods,Binding the Old Gods [khm-206],Victor Adame Minguez,uncommon,"['B', 'G']","['B', 'G']",khm,2021-02-05,4,"['g', 'b', '2']",Enchantment — Saga,1259.0000000002751,3.4204867321303056,4915,,,
58,58,The Jund Cube,Pre-Accepted,0b696cd1-0d72-4df5-bacc-dc77e62f9a13,1666649933172,Fable of the Mirror-Breaker,Fable of the Mirror-Breaker [neo-357],akio,rare,['R'],['R'],neo,2022-02-18,3,"['r', '2']",Enchantment — Saga,1646.0000000013097,4.5534577188867935,6543,,,
59,59,The Jund Cube,Pre-Accepted,5c5be54d-660e-42ab-b5ea-5e1cf3bad0bc,1666649933172,Tireless Provisioner,Tireless Provisioner [mh2-180],Josu Hernaiz,uncommon,['G'],['G'],mh2,2021-06-18,3,"['g', '2']",Creature — Elf Scout,1318.7999999999415,5.25356141217735,7549,,3,2
60,60,The Jund Cube,Pre-Accepted,262331f4-5e9c-4019-8ab8-3a97a2a6f1e6,1666649933172,Tireless Tracker,Tireless Tracker [mb1-1361],Eric Deschamps,rare,['G'],['G'],mb1,2019-11-07,3,"['g', '2']",Creature — Human Scout,1385.7000000013873,15.687611783455004,22542,,3,2
61,61,The Jund Cube,Pre-Accepted,da7bc803-04b0-4030-9a69-1c89c6572eb1,1666649933172,Lotus Cobra,Lotus Cobra [pgpx-2012b],Terese Nielsen,rare,['G'],['G'],pgpx,2012-01-01,2,"['g', '1']",Creature — Snake,1374.6000000000822,12.77376072599222,18355,,2,1
62,62,The Jund Cube,Pre-Accepted,f99375bc-7465-4f20-897c-1bc61f65de61,1666649933172,Dragonskull Summit,Dragonskull Summit [m12-225],Jon Foster,rare,"['B', 'R']",[],m12,2011-07-15,0,[''],Land,1318.8999999996763,8.92597412539233,12826,,,
63,63,The Jund Cube,Pre-Accepted,16761d3b-3507-47ee-acff-54b426164d89,1666649933172,Woodland Cemetery,Woodland Cemetery [dmr-401],Christine Choi,rare,"['B', 'G']",[],dmr,2023-01-13,0,[''],Land,1255.1999999999537,9.079078312791856,13046,,,
64,64,The Jund Cube,Pre-Accepted,609d3ecf-f88d-4268-a8d3-4bf2bcf5df60,1666650079002,Malakir Rebirth,Malakir Rebirth [znr-111],Marta Nael,uncommon,['B'],['B'],znr,2020-09-25,1,['b'],Instant,1231.799999999979,2.953518960561753,4244,,,
65,65,The Jund Cube,Pre-Accepted,c5cb3052-358d-44a7-8cfd-cd31b236494a,1666650079002,Bala Ged Recovery,Bala Ged Recovery [znr-180],Lucas Staniec,uncommon,['G'],['G'],znr,2020-09-25,3,"['g', '2']",Sorcery,1259.700000000082,4.571551850124919,6569,,,
66,66,The Jund Cube,Pre-Accepted,a69541db-3f4e-412f-aa8e-dec1e74f74dc,1666650079002,Spikefield Hazard,Spikefield Hazard [znr-166],Tomasz Jedruszek,uncommon,['R'],['R'],znr,2020-09-25,1,['r'],Instant,1300.400000000305,2.666796573249915,3832,,,
67,67,The Jund Cube,Pre-Accepted,10f14c9e-6776-4efd-9e3b-1d25b7625e17,1689731684929,Orcish Bowmasters,Orcish Bowmasters [pltr-103s],Maxim Kostin,rare,['B'],['B'],pltr,2023-06-23,2,"['b', '1']",Creature — Orc Archer,1556.2000000000412,0.505939746542977,727,,1,1
68,68,The Jund Cube,Pre-Accepted,4034e5ba-9974-43e3-bde7-8d9b4586c3a4,1666650202827,Once Upon a Time,Once Upon a Time [eld-169],Matt Stewart,rare,['G'],['G'],eld,2019-10-04,2,"['g', '1']",Instant,1373.3000000007848,6.311372161483162,9069,,,
69,69,The Jund Cube,Pre-Accepted,c40124ac-7f2d-481c-b24d-635cec9e5909,1666650202827,The Raven Man,The Raven Man [pdmu-103p],Chris Rahn,rare,['B'],['B'],pdmu,2022-09-09,2,"['b', '1']",Legendary Creature — Human Wizard,1253.500000000002,0.7585616557521939,1090,,2,1
70,70,The Jund Cube,Pre-Accepted,5b2198b7-ba8f-4097-89c9-d6644feb70bd,1666650202827,Scavenging Ooze,Scavenging Ooze [plg21-5],Austin Hsu,rare,['G'],['G'],plg21,2021-06-22,2,"['g', '1']",Creature — Ooze,1258.399999999334,17.791402503949392,25565,,2,2
71,71,The Jund Cube,Pre-Accepted,1cfdd410-391b-4b71-8139-f5a30653097a,1666650202827,Tarmogoyf,Tarmogoyf [mm2-165],Ryan Barger,mythic,['G'],['G'],mm2,2015-05-22,2,"['g', '1']",Creature — Lhurgoyf,1340.1999999997265,7.619021107500018,10948,,*,1+*
72,72,The Jund Cube,Pre-Accepted,42852efb-6ab1-42cf-8678-8154f29039bd,1666650202827,Dryad Arbor,Dryad Arbor [plist-285],Eric Fortune,uncommon,['G'],['G'],plist,2020-09-01,0,[''],Land Creature — Forest Dryad,1255.5000000000937,2.3591963422017774,3390,,1,1
73,73,The Jund Cube,Pre-Accepted,43bf015b-152e-4d67-b773-e75fb2487a32,1666650202827,Volrath's Stronghold,Volrath's Stronghold [sth-143],Kev Walker,rare,['B'],[],sth,1998-03-02,0,[''],Legendary Land,1302.9000000002816,3.7009457663212544,5318,,,
74,74,The Jund Cube,Pre-Accepted,91190972-7c9d-4a16-b7b8-0fcf3dbcebd5,1666650202827,Meren of Clan Nel Toth,Meren of Clan Nel Toth [sld-52],Cynthia Sheppard,mythic,"['B', 'G']","['B', 'G']",sld,2020-03-08,4,"['g', 'b', '2']",Legendary Creature — Human Shaman,1300.1999999997313,4.154690903523484,5970,,3,4
75,75,The Jund Cube,Pre-Accepted,c30267b1-a7ea-45cd-99a8-6b0e6ddbc395,1666650202827,Thragtusk,Thragtusk [tsr-368],Nils Hamm,special,['G'],['G'],tsr,2021-03-19,5,"['g', '4']",Creature — Beast,1267.7999999998078,13.947791472096762,20042,,5,3
76,76,The Jund Cube,Pre-Accepted,2488a80b-6882-4b59-8232-f02f800204a9,1666681655045,"Boseiju, Who Endures","Boseiju, Who Endures [neo-501]",Chris Ostrowski,rare,['G'],[],neo,2022-02-18,0,[''],Legendary Land,1336.9000000006788,4.555545503260423,6546,,,
77,77,The Jund Cube,Pre-Accepted,28708c8c-4336-4d04-b43a-59a31471a9f6,1666681655045,Lightning Bolt,Lightning Bolt [p10-1],Véronique Meignaud,rare,['R'],['R'],p10,2010-01-01,1,['r'],Instant,1657.5000000052673,30.799691007912703,44257,,,
78,78,The Jund Cube,Pre-Accepted,7ac16d09-8bc7-407c-a757-666f4707bc90,1666681655045,Life from the Loam,Life from the Loam [rav-172],Terese Nielsen,rare,['G'],['G'],rav,2005-10-07,2,"['g', '1']",Sorcery,1310.1999999997804,8.60097569123061,12359,,,
79,79,The Jund Cube,Pre-Accepted,3df8c148-e87d-4043-9d8b-ec72bf8b6d5d,1666681655045,Thoughtseize,Thoughtseize [lrw-145],Aleksi Briclot,rare,['B'],['B'],lrw,2007-10-12,1,['b'],Sorcery,1572.6000000035501,15.615235258502501,22438,,,
80,80,The Jund Cube,Pre-Accepted,17f38740-20fd-4097-90f8-f0c2c2ff7281,1666681655045,Inquisition of Kozilek,Inquisition of Kozilek [2x2-80],Tomasz Jedruszek,uncommon,['B'],['B'],2x2,2022-07-08,1,['b'],Sorcery,1423.0000000018374,14.592220915423855,20968,,,
81,81,The Jund Cube,Pre-Accepted,db8b3560-4940-40cc-9797-f909dcb1519b,1666681655045,Snuff Out,Snuff Out [ddd-53],Steve Argyle,common,['B'],['B'],ddd,2009-10-30,4,"['b', '3']",Instant,1389.699999999904,6.6308031706485355,9528,,,
82,82,The Jund Cube,Pre-Accepted,66d80dd1-b944-4cb2-8578-b4dbcabbbc1e,1666681655045,Ophiomancer,Ophiomancer [c13-84],John Stanko,rare,['B'],['B'],c13,2013-11-01,3,"['b', '2']",Creature — Human Shaman,1309.7999999999588,9.17720417835246,13187,,2,2
83,83,The Jund Cube,Pre-Accepted,499c2b20-e83e-40ff-919e-1d134ad50c0a,1666681655046,Agadeem's Awakening,Agadeem's Awakening [znr-336],Dmitry Burmak,mythic,['B'],['B'],znr,2020-09-25,3,"['b', 'b', 'b', 'x']",Sorcery,1314.900000000168,3.549929363295359,5101,,,
84,84,The Jund Cube,Pre-Accepted,243d374f-5b40-4cff-99f5-079ba873d44b,1666681655046,Shatterskull Smashing,Shatterskull Smashing [znr-354],Adam Paquette,mythic,['R'],['R'],znr,2020-09-25,2,"['r', 'r', 'x']",Sorcery,1297.900000000716,4.300139881553033,6179,,,
85,85,The Jund Cube,Pre-Accepted,a75f6bb4-ab06-42ca-a0df-326d9a098a26,1684727338619,Thundermaw Hellkite,Thundermaw Hellkite [ima-149],Svetlin Velinov,mythic,['R'],['R'],ima,2017-11-17,5,"['r', 'r', '3']",Creature — Dragon,1304.1999999997413,6.861155379872367,9859,,5,5
86,86,The Jund Cube,Pre-Accepted,a102db09-fae9-4714-951c-bbdf9d4658d7,1666681717590,Tenacious Underdog,Tenacious Underdog [snc-345],Jason A. Engle,rare,['B'],['B'],snc,2022-04-29,2,"['b', '1']",Creature — Human Warrior,1399.1000000000693,2.593028192048325,3726,,3,2
87,87,The Jund Cube,Pre-Accepted,e4638720-a55d-4c3b-b57d-2d028db5894d,1666681774221,Night's Whisper,Night's Whisper [ema-100],John Severin Brassell,common,['B'],['B'],ema,2016-06-10,2,"['b', '1']",Sorcery,1298.9000000003327,12.539928876145671,18019,,,
88,88,The Jund Cube,Pre-Accepted,b444fbee-82f6-4e73-8068-fce5ec16cc45,1684727387521,Barbarian Ring,Barbarian Ring [pd2-28],John Avon,uncommon,['R'],[],pd2,2010-11-19,0,[''],Land,1226.100000000038,1.3097367303904852,1882,,,
89,89,The Jund Cube,Pre-Accepted,9e1a9e38-6ffc-490f-b0be-23ba4e8204c6,1684727311866,"Urborg, Tomb of Yawgmoth","Urborg, Tomb of Yawgmoth [tsr-287]",John Avon,rare,[],[],tsr,2021-03-19,0,[''],Legendary Land,1376.9000000001452,4.023856416109345,5782,,,
90,90,The Jund Cube,Pre-Accepted,b0063a44-6cde-4d7e-81e1-61bae08831ee,1684727475707,"Yavimaya, Cradle of Growth","Yavimaya, Cradle of Growth [mh2-441]",Sarah Finnigan,rare,[],[],mh2,2021-06-18,0,[''],Legendary Land,1387.699999999872,1.7419080957318729,2503,,,
91,91,The Jund Cube,Pre-Accepted,d707243e-7f11-44bc-b8b8-af635ab1dc87,1666682420633,Thunderscape Battlemage,Thunderscape Battlemage [pls-75],Mike Ploog,uncommon,"['B', 'G', 'R']",['R'],pls,2001-02-05,3,"['r', '2']",Creature — Human Wizard,1159.2000000000069,0.8838287181699874,1270,,2,2
92,92,The Jund Cube,Pre-Accepted,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,1666682420633,Flametongue Yearling,Flametongue Yearling [mh2-125],Milivoj Ćeran,uncommon,['R'],['R'],mh2,2021-06-18,2,"['r', 'r']",Creature — Kavu,1383.90000000086,4.597997118857564,6607,,2,1
93,93,The Jund Cube,Pre-Accepted,e5056bca-bd90-4b50-8630-105558f8ef92,1666682420633,Flametongue Kavu,Flametongue Kavu [pls-60],Pete Venters,uncommon,['R'],['R'],pls,2001-02-05,4,"['r', '3']",Creature — Kavu,1399.4000000004312,13.620705253561413,19572,,4,2
94,94,The Jund Cube,Pre-Accepted,602f5370-d096-4765-b612-16bcec3aafa7,1666682420633,Sprouting Goblin,Sprouting Goblin [dmu-145],Uriah Voth,uncommon,"['G', 'R']",['R'],dmu,2022-09-09,2,"['r', '1']",Creature — Goblin Druid,1223.899999999991,0.7536901588803908,1083,,2,2
95,95,The Jund Cube,Pre-Accepted,734278b4-74ae-4df5-97d7-745e56189e1b,1666682420633,Faithless Looting,Faithless Looting [ema-128],Gabor Szikszai,common,['R'],['R'],ema,2016-06-10,1,['r'],Sorcery,1383.100000002211,27.049334344748875,38868,,,
96,96,The Jund Cube,Pre-Accepted,63870c81-63bf-4a9a-aeb5-74c6eaded9f1,1666682420633,Bloodghast,Bloodghast [zen-83],Daarken,rare,['B'],['B'],zen,2009-10-02,2,"['b', 'b']",Creature — Vampire Spirit,1287.0000000005582,10.186299958940241,14637,,2,1
97,97,The Jund Cube,Pre-Accepted,93c2c11d-dfc3-4ba9-8c0f-a98114090396,1666682420633,"Rankle, Master of Pranks","Rankle, Master of Pranks [eld-101]",Dmitry Burmak,mythic,['B'],['B'],eld,2019-10-04,4,"['b', 'b', '2']",Legendary Creature — Faerie Rogue,1285.1000000007687,9.314302018887489,13384,,3,3
98,98,The Jund Cube,Pre-Accepted,6ada256f-2e55-4c1f-b4d3-d7b10b498956,1666682420633,Sylvan Library,Sylvan Library [dmr-179],Yeong-Hao Han,mythic,['G'],['G'],dmr,2023-01-13,2,"['g', '1']",Enchantment,1540.200000001005,12.020070567111828,17272,,,
99,99,The Jund Cube,Pre-Accepted,8023fc44-fb8e-420d-a68c-b45912c4e5bd,1689736278379,Omen of the Dead,Omen of the Dead [thb-110],Piotr Dura,common,['B'],['B'],thb,2020-01-24,1,['b'],Enchantment,1217.199999999916,2.0028811424356094,2878,,,
100,100,The Jund Cube,Pre-Accepted,520e5505-429b-4da0-b25e-14b8d4e81ce3,1666682585589,Containment Construct,Containment Construct [neo-243],Julian Kok Joon Wen,uncommon,[],[],neo,2022-02-18,2,['2'],Artifact Creature — Construct,1260.0000000002162,2.5860689108028923,3716,,2,1
101,101,The Jund Cube,Pre-Accepted,6fb623e9-384e-41bb-b3af-f593212a0e77,1666682585589,Titan of Industry,Titan of Industry [snc-289],Dominik Mayer,mythic,['G'],['G'],snc,2022-04-29,7,"['g', 'g', 'g', '4']",Creature — Elemental,1285.100000000138,1.9632132393366413,2821,,7,7
102,102,The Jund Cube,Pre-Accepted,bbc95892-c8fc-4e8d-9452-709cf9992db0,1666683048762,Rakdos's Return,Rakdos's Return [gk2-72],Daarken,mythic,"['B', 'R']","['B', 'R']",gk2,2019-02-15,2,"['r', 'b', 'x']",Sorcery,1235.2000000002647,3.426750085251195,4924,,,
103,103,The Jund Cube,Pre-Accepted,73b64c17-8a52-4d9d-a28b-7e0e945be059,1684727350246,"Atsushi, the Blazing Sky","Atsushi, the Blazing Sky [neo-134]",Victor Adame Minguez,mythic,['R'],['R'],neo,2022-02-18,4,"['r', 'r', '2']",Legendary Creature — Dragon Spirit,1285.400000000077,1.913106414369524,2749,,4,4
104,104,The Jund Cube,Pre-Accepted,08a86009-4637-4b6c-9d36-367151583668,1666683048762,Twinshot Sniper,Twinshot Sniper [neo-168],Brent Hollowell,uncommon,['R'],['R'],neo,2022-02-18,4,"['r', '3']",Artifact Creature — Goblin Archer,1370.5000000001726,2.9096754887155254,4181,,2,3
105,105,The Jund Cube,Pre-Accepted,fc0d11d3-4d55-43a4-b59d-acc41aa671c5,1666683301883,Bitterblossom,Bitterblossom [g11-1],Nils Hamm,rare,['B'],['B'],g11,2011-01-01,2,"['b', '1']",Tribal Enchantment — Faerie,1448.0000000003586,12.64501402295171,18170,,,
106,106,The Jund Cube,Pre-Accepted,46a3afdb-aeb2-4699-91f9-5c42284b3a4a,1666683301883,Painful Truths,Painful Truths [bfz-120],Winona Nelson,rare,['B'],['B'],bfz,2015-10-02,3,"['b', '2']",Sorcery,1328.2999999999975,2.8929732137264863,4157,,,
107,107,The Jund Cube,Pre-Accepted,9746b45a-abd8-4a60-9139-48c1522bfd4b,1666684031844,Gala Greeters,Gala Greeters [snc-450],Fay Dalton,rare,['G'],['G'],snc,2022-04-29,2,"['g', '1']",Creature — Elf Druid,1331.0999999999583,2.571454420187483,3695,,1,1
108,108,The Jund Cube,Pre-Accepted,f0192cf7-3391-4720-b9c8-72dec5dde01e,1666684031844,Bloodtithe Harvester,Bloodtithe Harvester [vow-232],Lucas Graciano,uncommon,"['B', 'R']","['B', 'R']",vow,2021-11-19,2,"['r', 'b']",Creature — Vampire,1308.4000000002695,2.0975273673734978,3014,,3,2
109,109,The Jund Cube,Pre-Accepted,a2b50751-7f65-4321-86da-eef735bf8b67,1666684031844,Gloomshrieker,Gloomshrieker [neo-219],Fiona Hsieh,uncommon,"['B', 'G']","['B', 'G']",neo,2022-02-18,3,"['g', 'b', '1']",Enchantment Creature — Cat Beast,1169.4999999999898,1.4997251083908054,2155,,2,1
110,110,The Jund Cube,Pre-Accepted,ff4cc8ab-1e44-4d88-b3e3-e00cc52cac25,1666684031844,Broodmate Dragon,Broodmate Dragon [pres-A3],Vance Kovacs,rare,"['B', 'G', 'R']","['B', 'G', 'R']",pres,2009-08-01,6,"['g', 'r', 'b', '3']",Creature — Dragon,1157.7000000000232,1.2589339772988246,1809,,4,4
111,111,The Jund Cube,Pre-Accepted,445e3a0a-29a7-4dc0-80fe-569b9e751db3,1666684436520,Arc Trail,Arc Trail [som-81],Marc Simonetti,uncommon,['R'],['R'],som,2010-10-01,2,"['r', '1']",Sorcery,1351.8000000004258,5.83605325242009,8386,,,
112,112,The Jund Cube,Pre-Accepted,5d77f50f-f63d-47bd-8bf9-01febee315fd,1689736959433,Custodi Lich,Custodi Lich [ncc-244],Bastien L. Deharme,rare,['B'],['B'],ncc,2022-04-29,5,"['b', 'b', '3']",Creature — Zombie Cleric,1315.3999999999928,4.17696060350887,6002,,4,2
113,113,The Jund Cube,Pre-Accepted,e262f55e-9239-4a97-a19e-9b08fb34502e,1666684667986,Goblin Bombardment,Goblin Bombardment [mh2-279],Dave Kendall,rare,['R'],['R'],mh2,2021-06-18,2,"['r', '1']",Enchantment,1316.4000000004676,11.271947833227784,16197,,,
114,114,The Jund Cube,Pre-Accepted,1ca0bc75-00a6-429a-bac9-5296e3146709,1666684667986,Imperial Recruiter,Imperial Recruiter [a25-136],Zack Stella,mythic,['R'],['R'],a25,2018-03-16,3,"['r', '2']",Creature — Human Advisor,1288.600000000023,8.754079878630135,12579,,1,1
115,115,The Jund Cube,Pre-Accepted,e349c204-3a93-4bf7-b79a-5f5f261ea2d3,1666684667986,Young Pyromancer,Young Pyromancer [m14-163],Cynthia Sheppard,uncommon,['R'],['R'],m14,2013-07-19,2,"['r', '1']",Creature — Human Shaman,1340.8000000015616,24.477879924561392,35173,,2,1
116,116,The Jund Cube,Pre-Accepted,4e446a2b-1e8e-49e2-9c09-9d614474b192,1666684667986,"Magda, Brazen Outlaw","Magda, Brazen Outlaw [pkhm-142p]",Slawomir Maniak,rare,['R'],['R'],pkhm,2021-02-05,2,"['r', '1']",Legendary Creature — Dwarf Berserker,1401.3000000002771,3.856833666218953,5542,,2,1
117,117,The Jund Cube,Pre-Accepted,f2ee6661-e63e-4fba-8da1-70a485097401,1666684806140,Light Up the Stage,Light Up the Stage [prna-107],Dmitry Burmak,uncommon,['R'],['R'],prna,2019-01-25,3,"['r', '2']",Sorcery,1231.6999999996829,12.055562901463537,17323,,,
118,118,The Jund Cube,Pre-Accepted,13e3c0c5-7451-4da9-acc0-d6e4e1f2655e,1666684806140,Dire Fleet Daredevil,Dire Fleet Daredevil [rix-99],Zoltan Boros,rare,['R'],['R'],rix,2018-01-19,2,"['r', '1']",Creature — Human Pirate,1313.5000000000002,9.128489209634429,13117,,2,1
119,119,The Jund Cube,Pre-Accepted,80ef4153-256b-47b9-8d2c-262527412588,1666684806140,Goblin Rabblemaster,Goblin Rabblemaster [pm15-145],Zoltan Boros,rare,['R'],['R'],pm15,2014-07-17,3,"['r', '2']",Creature — Goblin Warrior,1430.00000000061,12.3137522356691,17694,,2,2
